timestamp,flow_m3_s,flow_mass_H2O_kg_s,flow_mass_TSS_in_kg_s,flow_mass_TSS_out_kg_s,flow_mass_TOC_in_kg_s,flow_mass_NVTOC_in_kg_s,raw_temperature_C,initial_turbidity_ntu,final_turbidity_ntu,TSS_raw_mgL,TSS_settled_mgL,TOC_raw_mgL,NVTOC_raw_mgL,coagulant_dose_mgL_as_Al,polymer_dose_mgL,rapid_mix_G_per_s,rapid_mix_time_s,floc_G_per_s,floc_detention_time_min,filtered_turbidity_NTU,chlorine_dose_mgL,contact_time_min,free_chlorine_residual_mgL,CT_mg_min_L,ecoli_colilert_MPN_100mL,THMs_total_ugL,bromide_mgL,bromate_mgL
2025-01-01 00:00:00,0.17953646308736362,179.53646308736361,0.0011629104391816577,0.0001886325150260707,0.0005545003982116699,0.0003881502787481689,20.054676121054573,3.5905858581360084,0.0465999197958427,6.477293911130341,1.0506640923090975,3.088511317847708,2.1619579224933956,1.0,0.0134592126672099,505.2924283134818,29.31879681262132,22.590906423395552,16.990187526693802,0.0465999197958427,1.5274251420353602,60.2873277485026,0.9612736523499124,36.833752059675554,0,30.500225621195742,0.0365337270332384,0.0008384225035091
2025-01-01 01:00:00,0.1758626852388226,175.8626852388226,0.0009753082612464437,0.00022081385084668265,0.0004619934130103607,0.00032339538910725247,20.546862395429848,3.2385642017850564,0.02,5.545851070805436,1.2556037714698607,2.6270121622615443,1.838908513583081,1.0,0.0084779362104513,577.5864605934279,29.55854882164228,46.6114215378465,26.42455489808318,0.02,1.2,63.48459834827878,0.8677244811197827,30.472607207173816,0,31.046725482819408,0.0385789776363947,0.0005196363678837
2025-01-01 02:00:00,0.20109631717294477,201.09631717294477,0.0014372834179225118,0.00012090173075410392,0.0005576848316238872,0.000390379382136721,21.920830585827087,3.94806901814768,0.0382404145819972,7.147238885963457,0.6012130527986113,2.773222500858993,1.941255750601295,1.0,0.0139757195030375,668.772906625382,39.755268215170005,51.137330714761326,23.51137397303356,0.0382404145819972,1.3025014528075722,63.815940626053376,0.7435299549382375,33.24814215108652,0,33.83600657399764,0.0339711046305075,0.0008194702052361
2025-01-01 03:00:00,0.19806896362594842,198.0689636259484,0.0015927343470084451,0.00014821556143481546,0.0004776582187369792,0.00033436075311588543,22.235677970712004,4.506095100395242,0.0317536965660544,8.041312065510226,0.7483028068684163,2.4115752917202755,1.6881027042041927,1.0,0.0129856419272011,780.2886269240771,43.329026067662845,40.17617259660789,20.585965791318,0.0317536965660544,1.2,60.19178980227964,0.7887971350987094,28.892059105094223,0,24.338258960291533,0.0379075474107565,0.0015277372845999
2025-01-01 04:00:00,0.21783502869473761,217.83502869473762,0.0012098837181729087,0.00019076984167963298,0.0006399350183799669,0.00044795451286597677,22.356065285079765,3.4262926340112907,0.0402206874137466,5.554128394420785,0.8757537427415665,2.9377048412022737,2.0563933888415913,1.0,0.0087609779153713,759.0264664178942,24.90038354719741,59.89511104805664,26.825020835261785,0.0402206874137466,1.616070427593163,76.7938592990773,0.7529669395878538,49.64171401359562,0,33.49534452372485,0.0235043255799017,0.0007518798705475
2025-01-01 05:00:00,0.22668176020290895,226.68176020290895,0.0015589936100630576,0.00030988636192274437,0.0005469083456716183,0.0003828358419701328,22.31451045435969,4.178739249254123,0.0498792733588647,6.87745502182249,1.3670546833823627,2.412670279170525,1.6888691954193673,1.0,0.0136170299631634,767.7647500668596,55.574240261133376,54.33497180019,20.39305179020573,0.0498792733588647,1.4309072082615852,69.55008788201684,0.8341284932929689,39.80788883424185,0,36.93591399135271,0.0300681406374746,0.0010278725340575
2025-01-01 06:00:00,0.21478568264951736,214.78568264951736,0.0015007705895383522,0.00024729152053945417,0.0005430691538988666,0.00038014840772920654,22.959210280618453,3.965960873641325,0.0632156049132724,6.987293431412173,1.1513408039537678,2.5284234367941325,1.7698964057558926,1.0,0.0140100069294078,852.0088113642656,44.79895293124459,69.292021047343,30.53426506437582,0.0632156049132724,1.214866238242098,70.91748256351322,0.7118376937587919,34.462102107013955,0,37.37759065491869,0.0272921007518698,0.0004782990503355
2025-01-01 07:00:00,0.21230491562426154,212.30491562426155,0.0018143044992003955,0.00025670457919844047,0.0006884431399062256,0.00048191019793435787,23.46835179498118,5.093747785260265,0.0371120914802972,8.545748900187323,1.2091315853126912,3.2427093733648453,2.2698965613553916,1.0,0.0154907117078096,548.4121649173027,43.89006921072021,26.89474916498393,28.239961455881648,0.0371120914802972,1.5972789176982591,80.04997855986309,0.7415559010994702,51.14485724634679,0,43.25420307485015,0.0266504260637251,0.0004393270179116
2025-01-01 08:00:00,0.21423291182326634,214.23291182326633,0.0013488284088982098,0.00017801479777900106,0.0006835516790417866,0.0004784861753292506,22.89279836922208,3.534082899705825,0.0393151067173034,6.296084002307451,0.8309404762507089,3.190694059210144,2.233485841447101,1.0,0.0118498886297201,708.8646784875082,59.49115993537136,22.915783217125067,23.51597486282703,0.0393151067173034,1.2439056356402522,65.24382772175646,0.8048134678133695,32.46286599753383,0,36.845167698350735,0.0242850059908558,0.0005927750294833
2025-01-01 09:00:00,0.2001044329817089,200.1044329817089,0.00150079923267649,0.00016933339551957518,0.000599668782344191,0.00041976814764093365,22.500405210062425,4.503995375418248,0.0467548557303811,7.500079884855298,0.8462251085414663,2.9967790988368828,2.0977453691858177,1.0,0.0133468200739198,790.1910756409955,45.125759099725016,33.74018527846939,31.926517064649925,0.0467548557303811,1.2907642451720154,70.348494435436,0.8909113586375758,36.32132852757731,0,36.1163788386572,0.0378799316576897,0.0013673553638053
